figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y
figp1b,b,figp1b:b:co2-303k-bc2a4dd1,CO2 303K,101.3072,mbar,2.8605,mmol/g,circle,none,#f21f22,false,high,616.13,139.95,assigned_by=color; source=auto,pt-fd38f858631b5c32,src-85a8670d17c51bd4,CO2,true,Legend heading 'CO2' binds the legend entry '303K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-303k-bc2a4dd1,CO2 303K,106.9,mbar,2.8875,mmol/g,circle,none,#f21f22,false,high,640.41,135.88,assigned_by=color; source=auto,pt-0acfdda0fed754aa,src-be5c11036148503a,CO2,true,Legend heading 'CO2' binds the legend entry '303K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-303k-bc2a4dd1,CO2 303K,113.8053,mbar,2.924,mmol/g,circle,none,#f21f22,false,high,670.4,130.38,assigned_by=color; source=auto,pt-2a23e99168655b27,src-c68c456bef10dd56,CO2,true,Legend heading 'CO2' binds the legend entry '303K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,2.7887,mbar,0.7983,mmol/g,square,none,#fda918,false,medium,188.31,450.76,assigned_by=color; source=auto,pt-05e7e0183579551d,src-9dc2d6f3ca463523,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,7.3074,mbar,1.379,mmol/g,square,none,#fda918,false,high,207.93,363.23,assigned_by=color; source=auto,pt-818f75b349ba5ce9,src-a6cb2650bab04c90,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,13.5845,mbar,1.7396,mmol/g,square,none,#fda918,false,high,235.19,308.9,assigned_by=color; source=auto,pt-b304aa92e0559ecc,src-e9f6287e7059404b,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,19.7698,mbar,1.9214,mmol/g,square,none,#fda918,false,medium,262.05,281.49,assigned_by=color; source=auto,pt-79b62b8b5975d2bf,src-5e89b848882f91dc,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,26.9942,mbar,2.048,mmol/g,square,none,#fda918,false,high,293.42,262.41,assigned_by=color; source=auto,pt-288644a0cfbef488,src-a2031e6452c1b189,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,32.9816,mbar,2.1264,mmol/g,square,none,#fda918,false,high,319.42,250.59,assigned_by=color; source=auto,pt-f3051fb4b6c18925,src-11d350d9d43d8b0c,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,40.1203,mbar,2.1994,mmol/g,square,none,#fda918,false,high,350.42,239.59,assigned_by=color; source=auto,pt-3ab392d2be7e0218,src-47c214168361074e,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,46.5861,mbar,2.2531,mmol/g,square,none,#fda918,false,high,378.5,231.5,assigned_by=color; source=auto,pt-d47f2fdfbc99cf03,src-249faaff92911151,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,53.2643,mbar,2.3062,mmol/g,square,none,#fda918,false,high,407.5,223.5,assigned_by=color; source=auto,pt-99e9ef4c45d2abec,src-6af22ad7e08318a0,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,59.9424,mbar,2.3526,mmol/g,square,none,#fda918,false,high,436.5,216.5,assigned_by=color; source=auto,pt-afce6a8eecd22922,src-d48ff8bc5b3b3a04,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,66.6385,mbar,2.3985,mmol/g,square,none,#fda918,false,high,465.58,209.59,assigned_by=color; source=auto,pt-c639ae50cb8ce2e0,src-85f8a7f9b79513e7,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,73.5111,mbar,2.4383,mmol/g,square,none,#fda918,false,high,495.42,203.59,assigned_by=color; source=auto,pt-105cf79cda8fd40b,src-b8c27afa0350599e,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,79.9948,mbar,2.4726,mmol/g,square,none,#fda918,false,high,523.58,198.41,assigned_by=color; source=auto,pt-7fd626e5229cbdbc,src-e398a306e17e9c4c,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,86.6042,mbar,2.5146,mmol/g,square,none,#fda918,false,high,552.28,192.08,assigned_by=color; source=auto,pt-b1ab3c5c66dea5a0,src-5c35ab750632e7a1,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,93.363,mbar,2.5509,mmol/g,square,none,#fda918,false,high,581.63,186.62,assigned_by=color; source=auto,pt-b7e69bea098c0dd7,src-c607d3fca209c224,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,101.3739,mbar,2.5934,mmol/g,square,none,#fda918,false,high,616.42,180.21,assigned_by=color; source=auto,pt-ce9cd76a0f0e4910,src-a3a0a1139e703059,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,106.8047,mbar,2.6162,mmol/g,square,none,#fda918,false,high,640.0,176.77,assigned_by=color; source=auto,pt-755e364b0b0a98ab,src-f01231bbe8d983a2,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,113.8283,mbar,2.6512,mmol/g,square,none,#fda918,false,high,670.5,171.5,assigned_by=color; source=auto,pt-c30f6724e39a1ac5,src-3e2a2c50cb57878f,CO2,true,Legend heading 'CO2' binds the legend entry '313K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,3.2965,mbar,0.509,mmol/g,triangle_up,none,#238c42,false,medium,190.51,494.35,assigned_by=color; source=auto,pt-1f34d98a274535cd,src-7a7439c84dd5413c,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,4.0402,mbar,0.5902,mmol/g,triangle_up,none,#238c42,false,high,193.74,482.12,assigned_by=color; source=auto,pt-9625814c7b3e15db,src-e6fd4d9499263924,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,4.9595,mbar,0.7497,mmol/g,triangle_up,none,#238c42,false,low,197.74,458.08,assigned_by=color; source=auto,pt-c446ba761707a77c,src-d958d771d2479475,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,24.0084,mbar,1.8061,mmol/g,triangle_up,none,#238c42,false,low,280.46,298.86,overlap_flag=true; assigned_by=color; source=auto,pt-295a0d07aa667a0d,src-71725d01dde4ad8e,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,partially_visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,26.7819,mbar,1.8085,mmol/g,triangle_up,none,#238c42,false,high,292.5,298.5,assigned_by=color; source=auto,pt-e29a94e1c0d00955,src-5c92c04c62f2d12f,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,33.1146,mbar,1.9014,mmol/g,triangle_up,none,#238c42,false,high,320.0,284.5,assigned_by=color; source=auto,pt-84668b1c95a6c2c8,src-dfc863ad44a615d9,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,40.0624,mbar,1.9732,mmol/g,triangle_up,none,#238c42,false,high,350.17,273.68,assigned_by=color; source=auto,pt-ed717f089c0e91d6,src-bdc735750c923284,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,46.8356,mbar,2.0446,mmol/g,triangle_up,none,#238c42,false,high,379.58,262.92,assigned_by=color; source=auto,pt-fc4a92433f22b797,src-caf51051b73005dd,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,53.4861,mbar,2.0895,mmol/g,triangle_up,none,#238c42,false,high,408.46,256.15,assigned_by=color; source=auto,pt-d47cce0f3a2013e7,src-9bfeede013f96b58,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,59.9675,mbar,2.1362,mmol/g,triangle_up,none,#238c42,false,high,436.61,249.11,assigned_by=color; source=auto,pt-0c94b2891087fb4a,src-096084d6672c5951,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,66.7357,mbar,2.1783,mmol/g,triangle_up,none,#238c42,false,high,466.0,242.77,assigned_by=color; source=auto,pt-56d2d486e5e73bc5,src-349a91a2f5dd1cd5,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,73.5075,mbar,2.2155,mmol/g,triangle_up,none,#238c42,false,high,495.41,237.16,assigned_by=color; source=auto,pt-9a2bbea8a256c82e,src-f0e7ca0f572ef316,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,80.1117,mbar,2.2416,mmol/g,triangle_up,none,#238c42,false,high,524.09,233.23,assigned_by=color; source=auto,pt-b8b185863c918cfe,src-57da5b26ffd9b34d,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,86.6551,mbar,2.2796,mmol/g,triangle_up,none,#238c42,false,high,552.5,227.5,assigned_by=color; source=auto,pt-eaf0b34c1f0c48df,src-a1f48d310c43a0c8,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,93.5142,mbar,2.3091,mmol/g,triangle_up,none,#238c42,false,high,582.29,223.06,assigned_by=color; source=auto,pt-1feacab50c1ab7cc,src-39232eb97d192432,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,101.2712,mbar,2.3481,mmol/g,triangle_up,none,#238c42,false,high,615.97,217.18,assigned_by=color; source=auto,pt-d3ac362ef515f346,src-a7813a3470dbb234,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,106.8462,mbar,2.3671,mmol/g,triangle_up,none,#238c42,false,high,640.18,214.32,assigned_by=color; source=auto,pt-ab65a38007db2828,src-88c509c4adc4982c,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,114.0157,mbar,2.396,mmol/g,triangle_up,none,#238c42,false,high,671.31,209.96,assigned_by=color; source=auto,pt-f265c69f2513a2cd,src-b92495e587801b9b,CO2,true,Legend heading 'CO2' binds the legend entry '323K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,1.3358,mbar,0.1464,mmol/g,pentagon,none,#2c3a98,false,high,182.0,549.0,assigned_by=color; source=auto,pt-d1b7092f9a9dabb7,src-9c0377c2369f20a8,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,3.1809,mbar,0.3284,mmol/g,pentagon,none,#2c3a98,false,high,190.01,521.58,assigned_by=color; source=auto,pt-fc7acd0fc59bde1c,src-20878fc6f45252e0,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,13.4194,mbar,1.1475,mmol/g,pentagon,none,#2c3a98,false,high,234.47,398.13,assigned_by=color; source=auto,pt-19a0ff0a0cde2555,src-45b6d9b86bd6b35b,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,19.7385,mbar,1.4065,mmol/g,pentagon,none,#2c3a98,false,high,261.91,359.09,assigned_by=color; source=auto,pt-25f5de4cce825874,src-91c481b3165b8b39,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,26.6749,mbar,1.5895,mmol/g,pentagon,none,#2c3a98,false,high,292.04,331.51,assigned_by=color; source=auto,pt-ea7db5f5d6d9c45c,src-ddfde92b2a995487,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,33.1541,mbar,1.7157,mmol/g,pentagon,none,#2c3a98,false,high,320.17,312.49,assigned_by=color; source=auto,pt-0fa125bb2793ecce,src-6153541dc9dba609,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,39.8169,mbar,1.7994,mmol/g,pentagon,none,#2c3a98,false,high,349.1,299.88,assigned_by=color; source=auto,pt-6e2787d2b71a319b,src-3d2f5b43387a5903,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,46.3472,mbar,1.8806,mmol/g,pentagon,none,#2c3a98,false,high,377.46,287.64,assigned_by=color; source=auto,pt-0b61c0239ff687a9,src-535274e711aff6e7,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,53.5484,mbar,1.9356,mmol/g,pentagon,none,#2c3a98,false,high,408.73,279.35,assigned_by=color; source=auto,pt-49051e7ede19da1a,src-f12f90fe30ae27e6,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,59.7488,mbar,1.9867,mmol/g,pentagon,none,#2c3a98,false,high,435.66,271.65,assigned_by=color; source=auto,pt-d047174ef1a34ea6,src-27c58b3a3ba2ea4f,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,66.6115,mbar,2.0316,mmol/g,pentagon,none,#2c3a98,false,high,465.46,264.88,assigned_by=color; source=auto,pt-91989c663238ee17,src-344e0c6131d022f2,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,73.4882,mbar,2.0678,mmol/g,pentagon,none,#2c3a98,false,high,495.32,259.43,assigned_by=color; source=auto,pt-ee4f3f2fdfb50fb4,src-0f7371c80b9d50c1,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,80.033,mbar,2.1071,mmol/g,pentagon,none,#2c3a98,false,high,523.74,253.5,assigned_by=color; source=auto,pt-8e5e8e5ec0255453,src-638ceec60cef1cd8,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,86.8642,mbar,2.1353,mmol/g,pentagon,none,#2c3a98,false,high,553.41,249.25,assigned_by=color; source=auto,pt-57c1a1546bec90ca,src-674505542e7e0c35,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,93.3812,mbar,2.1585,mmol/g,pentagon,none,#2c3a98,false,high,581.71,245.76,assigned_by=color; source=auto,pt-bd8a69d004d12301,src-a8f64ab98822bd77,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,100.1863,mbar,2.1859,mmol/g,pentagon,none,#2c3a98,false,low,611.26,241.62,assigned_by=color; source=auto,pt-ef82f94aa55daab4,src-cf276a7798821ce1,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,101.4018,mbar,2.1939,mmol/g,pentagon,none,#2c3a98,false,high,616.54,240.42,assigned_by=color; source=auto,pt-c2a344b89a747a89,src-40d04b2239607f16,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,106.8547,mbar,2.2133,mmol/g,pentagon,none,#2c3a98,false,high,640.22,237.49,assigned_by=color; source=auto,pt-fbb75558bcaf9c3c,src-6f58595eb39af69f,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-333k-94a1f9ba,CO2 333K,113.9563,mbar,2.2366,mmol/g,pentagon,none,#2c3a98,false,high,671.06,233.99,assigned_by=color; source=auto,pt-af8bc68fdc21485b,src-4901cc5add9ff074,CO2,true,Legend heading 'CO2' binds the legend entry '333K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,3.5088,mbar,0.183,mmol/g,diamond,none,#c541a0,false,high,191.44,543.49,assigned_by=color; source=auto,pt-ad3303b73204ae87,src-9591bc66c0230b1c,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,13.1778,mbar,0.6368,mmol/g,diamond,none,#c541a0,false,high,233.42,475.1,assigned_by=color; source=auto,pt-8241903cf416e6d4,src-6e2c8bde4dc4e42d,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,19.3251,mbar,0.8776,mmol/g,diamond,none,#c541a0,false,high,260.12,438.81,assigned_by=color; source=auto,pt-b4a09461bf2b554b,src-7f393f0d9a515853,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,26.4365,mbar,1.0886,mmol/g,diamond,none,#c541a0,false,high,291.0,407.0,assigned_by=color; source=auto,pt-9605faa00012f72a,src-a6ee91b1c57bf242,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
figp1b,b,figp1b:b:co2-353k-c3530734,CO2 353K,32.958,mbar,1.2374,mmol/g,diamond,none,#c541a0,false,high,319.32,384.58,assigned_by=color; source=auto,pt-1236c57643652594,src-e112aeabecef5a03,CO2,true,Legend heading 'CO2' binds the legend entry '353K' to CO2.,co2_loading,per gram of adsorbent,visible_marker,,,,,,,
