figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y,status
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,577.4747,mbar,4.6166,mmol/g,square,solid,#030303,false,high,636.5,134.5,assigned_by=joint_assignment; source=auto,pt-428d3dbae876d33d,src-217406d74401caae,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,613.1361,mbar,4.6651,mmol/g,square,solid,#030303,false,high,662.17,128.47,assigned_by=joint_assignment; source=auto,pt-c773d6b6fddc8bff,src-3f911253792ac3c1,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,648.3252,mbar,4.7127,mmol/g,square,solid,#030303,false,high,687.5,122.56,assigned_by=joint_assignment; source=auto,pt-e1a0e657eacf942d,src-319ba01b7b6abbac,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,683.7504,mbar,4.7333,mmol/g,square,solid,#030303,false,high,713.0,120.0,assigned_by=joint_assignment; source=auto,pt-6d5a9045095ba2cf,src-a8dc51ec276bd464,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,718.4811,mbar,4.7735,mmol/g,square,solid,#030303,false,medium,738.0,115.0,assigned_by=joint_assignment; source=auto,pt-6de8980060199cf6,src-7b83714dfbdbf121,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,738.4303,mbar,4.8016,mmol/g,square,solid,#030303,false,medium,752.36,111.51,assigned_by=joint_assignment; source=auto,pt-cb85b64d4eac2115,src-8444c8a9218bcf1b,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,746.2656,mbar,4.8057,mmol/g,square,solid,#030303,false,medium,758.0,111.0,assigned_by=joint_assignment; source=auto,pt-d86cc143b7c883dd,src-287958117eff31f2,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,753.2117,mbar,4.8057,mmol/g,square,solid,#030303,false,medium,763.0,111.0,assigned_by=joint_assignment; source=auto,pt-151dc9ee258d4950,src-858303cf51a25063,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,791.7627,mbar,4.8334,mmol/g,square,solid,#030303,false,high,790.75,107.55,assigned_by=joint_assignment; source=auto,pt-5af8ff3a50d43db9,src-81912778d57eae30,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,827.1324,mbar,4.8591,mmol/g,square,solid,#030303,false,high,816.21,104.36,assigned_by=joint_assignment; source=auto,pt-aa767ec205ad1f3a,src-f2be361fbf82d3db,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,844.3032,mbar,4.8897,mmol/g,square,solid,#030303,false,medium,828.57,100.56,assigned_by=joint_assignment; source=auto,pt-7a2c65f72c5a4286,src-b81c1f3a3c45f179,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,854.6252,mbar,4.8902,mmol/g,square,solid,#030303,false,medium,836.0,100.5,assigned_by=joint_assignment; source=auto,pt-e5209b74361c5464,src-233f3be3588e0711,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,864.9888,mbar,4.8906,mmol/g,square,solid,#030303,false,medium,843.46,100.45,assigned_by=joint_assignment; source=auto,pt-35e31bb6884dcb52,src-9b4d55f43664a3ab,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,898.997,mbar,4.9103,mmol/g,square,solid,#030303,false,high,867.94,98.0,assigned_by=joint_assignment; source=auto,pt-0921ec60b5dfaabe,src-0b27f28c696a623c,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,936.9645,mbar,4.9323,mmol/g,square,solid,#030303,false,high,895.27,95.27,assigned_by=joint_assignment; source=auto,pt-2ba28608e14667bb,src-56fe6bc6174d635e,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,951.8709,mbar,4.9505,mmol/g,square,solid,#030303,false,medium,906.0,93.0,assigned_by=joint_assignment; source=auto,pt-9efcd7cd943bcfd3,src-35cbf85482989c92,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,961.5955,mbar,4.9505,mmol/g,square,solid,#030303,false,medium,913.0,93.0,assigned_by=joint_assignment; source=auto,pt-028432e5ec8fefb9,src-c9fe552cc5745daa,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,1007.1065,mbar,4.9696,mmol/g,square,solid,#030303,false,high,945.76,90.63,assigned_by=joint_assignment; source=auto,pt-aed57d36e14d8142,src-0e3812a426787590,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,1097.045,mbar,5.0091,mmol/g,square,solid,#030303,false,high,1010.5,85.72,assigned_by=joint_assignment; source=auto,pt-b6c6edc2bc7ae807,src-be5f3567b25219e1,CO2,true,Legend heading 'CO2 @' binds the row '273K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,85.5639,mbar,2.7486,mmol/g,hexagon,solid,#f1231f,false,medium,282.41,366.61,assigned_by=joint_assignment; source=auto,pt-8178e0dae6c0cb8b,src-f922f5a63458739e,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,228.8208,mbar,3.294,mmol/g,hexagon,solid,#f1231f,false,high,385.53,298.84,assigned_by=joint_assignment; source=auto,pt-da5d9b8a8494c5ff,src-c3c323905e6eca38,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,252.1181,mbar,3.3999,mmol/g,hexagon,solid,#f1231f,false,high,402.3,285.68,assigned_by=joint_assignment; source=auto,pt-e92d5471940a5c1a,src-90eaf9212345d6dc,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,294.9896,mbar,3.4664,mmol/g,hexagon,solid,#f1231f,false,high,433.16,277.42,assigned_by=joint_assignment; source=auto,pt-d7f3221a517ee89b,src-365bad0e0f3763bf,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,327.3864,mbar,3.5885,mmol/g,hexagon,solid,#f1231f,false,high,456.48,262.24,assigned_by=joint_assignment; source=auto,pt-6f8b8a1474afce90,src-f3354c95290eb8fd,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,355.6154,mbar,3.5987,mmol/g,hexagon,solid,#f1231f,false,high,476.8,260.98,assigned_by=joint_assignment; source=auto,pt-84999607a09ea82c,src-70c5e30f75c1254c,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,402.6129,mbar,3.7584,mmol/g,hexagon,solid,#f1231f,false,medium,510.63,241.13,assigned_by=joint_assignment; source=auto,pt-140d47c4780d8182,src-e9c647e42dbfe775,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,419.8393,mbar,3.7291,mmol/g,hexagon,solid,#f1231f,false,medium,523.03,244.78,assigned_by=joint_assignment; source=auto,pt-f94513a340bc4761,src-ef941fec52bd6a41,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,469.7681,mbar,3.8198,mmol/g,hexagon,solid,#f1231f,false,low,558.97,233.51,assigned_by=joint_assignment; source=auto,pt-1119334679f446e6,src-dcc581fceb6e759f,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,484.0632,mbar,3.9006,mmol/g,hexagon,solid,#f1231f,false,medium,569.26,223.46,assigned_by=joint_assignment; source=auto,pt-65f120cf58cdedf4,src-cdd2fd56ada337ae,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,532.7555,mbar,3.9294,mmol/g,hexagon,solid,#f1231f,false,high,604.31,219.89,assigned_by=joint_assignment; source=auto,pt-cfcd08b415485e7f,src-72a1aff1b5877770,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,559.0953,mbar,4.0057,mmol/g,hexagon,solid,#f1231f,false,high,623.27,210.4,assigned_by=joint_assignment; source=auto,pt-a4618b8bf9430d98,src-889739fa40adf875,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,594.1593,mbar,4.0147,mmol/g,hexagon,solid,#f1231f,false,high,648.51,209.29,assigned_by=joint_assignment; source=auto,pt-85ce791037fda516,src-37de790e6d09768d,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,637.1697,mbar,4.1101,mmol/g,hexagon,solid,#f1231f,false,medium,679.47,197.43,assigned_by=joint_assignment; source=auto,pt-2e3a514e7130c066,src-14febec94c375e5d,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,654.6601,mbar,4.0919,mmol/g,hexagon,solid,#f1231f,false,medium,692.06,199.69,assigned_by=joint_assignment; source=auto,pt-c52ce2cc424a75fb,src-1be194ad594c956b,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,713.1326,mbar,4.1709,mmol/g,hexagon,solid,#f1231f,false,high,734.15,189.88,assigned_by=joint_assignment; source=auto,pt-ddf386fea8568f35,src-2f2c4b2177ec212e,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,775.0087,mbar,4.217,mmol/g,hexagon,solid,#f1231f,false,medium,778.69,184.15,assigned_by=joint_assignment; source=auto,pt-b84a4c0ca2832d1b,src-e2de9318928e84d8,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,788.2619,mbar,4.2641,mmol/g,hexagon,solid,#f1231f,false,medium,788.23,178.29,assigned_by=joint_assignment; source=auto,pt-47bcf6fceacd00eb,src-bef938a2b19fabf7,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,836.4819,mbar,4.2714,mmol/g,hexagon,solid,#f1231f,false,high,822.94,177.39,assigned_by=joint_assignment; source=auto,pt-d230cab5eed853c2,src-2246ec2129eb902d,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,867.6144,mbar,4.3265,mmol/g,hexagon,solid,#f1231f,false,high,845.35,170.54,assigned_by=joint_assignment; source=auto,pt-423237e9d14c5221,src-8a80e9ca3ab08ca8,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,895.6073,mbar,4.3213,mmol/g,hexagon,solid,#f1231f,false,high,865.5,171.19,assigned_by=joint_assignment; source=auto,pt-e235d4b9f8c3aa78,src-516473bea29619a2,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,926.7259,mbar,4.3661,mmol/g,hexagon,solid,#f1231f,false,high,887.9,165.62,assigned_by=joint_assignment; source=auto,pt-aa5a40472b461344,src-0192c95814d5ac14,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,956.3442,mbar,4.3703,mmol/g,hexagon,solid,#f1231f,false,high,909.22,165.1,assigned_by=joint_assignment; source=auto,pt-ae1d13d2ca916297,src-10b7fc01e369717f,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1003.3139,mbar,4.4171,mmol/g,hexagon,solid,#f1231f,false,medium,943.03,159.28,assigned_by=joint_assignment; source=auto,pt-ed5bd6b3a6e8da16,src-5508b9915543ca33,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1014.9973,mbar,4.4113,mmol/g,hexagon,solid,#f1231f,false,medium,951.44,160.0,assigned_by=joint_assignment; source=auto,pt-ae47de73e322c75b,src-f6ac6cd70e939b5e,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1079.1101,mbar,4.452,mmol/g,hexagon,solid,#f1231f,false,high,997.59,154.95,assigned_by=joint_assignment; source=auto,pt-61216dfb43f8f260,src-9080ada3b48238ce,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1138.0271,mbar,4.4793,mmol/g,hexagon,solid,#f1231f,false,high,1040.0,151.55,assigned_by=joint_assignment; source=auto,pt-d055a963d3c0dce9,src-c86af83d6d5d4287,CO2,true,Legend heading 'CO2 @' binds the row '283K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,-1.5961,mbar,0.4063,mmol/g,triangle_up,solid,#384ca8,false,high,219.67,657.66,assigned_by=joint_assignment; source=auto,pt-d68c565386c746ec,src-9dbf84d9066b70a9,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,9.1009,mbar,0.9081,mmol/g,triangle_up,solid,#384ca8,false,high,227.37,595.31,assigned_by=joint_assignment; source=auto,pt-45481bf787102259,src-4b5b689c909dfd3c,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,19.3812,mbar,1.0273,mmol/g,triangle_up,solid,#384ca8,false,high,234.77,580.5,assigned_by=joint_assignment; source=auto,pt-7a7c1b60660453ff,src-c64a2c412f9a9d94,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,169.5843,mbar,2.588,mmol/g,triangle_up,solid,#384ca8,false,high,342.89,386.57,assigned_by=joint_assignment; source=auto,pt-97fdff75afb0f7a0,src-8ead95cdb74a4705,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,175.5163,mbar,2.4483,mmol/g,triangle_up,solid,#384ca8,false,medium,347.16,403.93,assigned_by=joint_assignment; source=auto,pt-fc471abaa9a8605f,src-20a7cf417401f41c,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,183.1987,mbar,2.6397,mmol/g,triangle_up,solid,#384ca8,false,low,352.69,380.14,assigned_by=joint_assignment; source=auto,pt-8e5b842f07c87125,src-1abb3fc0fc7f08fc,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,235.0723,mbar,2.9563,mmol/g,triangle_up,solid,#384ca8,false,medium,390.03,340.8,assigned_by=joint_assignment; source=auto,pt-0aa7eaf34c136a59,src-536a3e34c175228a,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,295.9621,mbar,3.0742,mmol/g,triangle_up,solid,#384ca8,false,high,433.86,326.15,assigned_by=joint_assignment; source=auto,pt-b2b29750b106e5aa,src-5e4c398f53464c7f,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,329.4146,mbar,3.1834,mmol/g,triangle_up,solid,#384ca8,false,high,457.94,312.58,assigned_by=joint_assignment; source=auto,pt-863ebcf7e3d1ee91,src-10a05bb7761b8751,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,358.9079,mbar,3.1892,mmol/g,triangle_up,solid,#384ca8,false,high,479.17,311.86,assigned_by=joint_assignment; source=auto,pt-f50869373ed6b0ef,src-df936c962aaf1463,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,400.0845,mbar,3.3042,mmol/g,triangle_up,solid,#384ca8,false,low,508.81,297.57,assigned_by=joint_assignment; source=auto,pt-56de113cdca3451f,src-eb5776576c3d712c,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,420.3533,mbar,3.3086,mmol/g,triangle_up,solid,#384ca8,false,high,523.4,297.02,assigned_by=joint_assignment; source=auto,pt-b0384232d60d2650,src-684938bfa99fdb15,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,474.2414,mbar,3.374,mmol/g,triangle_up,solid,#384ca8,false,high,562.19,288.9,assigned_by=joint_assignment; source=auto,pt-e293eb86f8ee8df6,src-5c128f7973e5f260,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,487.2584,mbar,3.4486,mmol/g,triangle_up,solid,#384ca8,false,medium,571.56,279.63,assigned_by=joint_assignment; source=auto,pt-93307319e3d547f3,src-b9c373de33fb7da7,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,535.923,mbar,3.4628,mmol/g,triangle_up,solid,#384ca8,false,high,606.59,277.87,assigned_by=joint_assignment; source=auto,pt-569f01de6c2bdae6,src-e719dbf3197830db,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,561.4153,mbar,3.544,mmol/g,triangle_up,solid,#384ca8,false,high,624.94,267.78,assigned_by=joint_assignment; source=auto,pt-31e7141a5c5023c8,src-9a4f4422726a071a,CO2,true,Legend heading 'CO2 @' binds the row '293K' to CO2.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,review
