source_pdf,figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y,review_html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-303k-bc2a4dd1,CO2 303K,733.5633,mbar,2.6708,mmol/g,circle,solid,#eb2125,false,high,494.75,162.55,assigned_by=color; source=auto,pt-e0258771cde4a569,src-2e9c84c375c34b12,CO2,true,Legend is headed 'CO2' and its red-circle entry is labeled '303K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-303k-bc2a4dd1,CO2 303K,267.6115,mbar,2.2226,mmol/g,circle,solid,#eb2125,false,high,292.41,230.09,assigned_by=color; source=auto,pt-e8b19f65894df2cf,src-766cac82e132774b,CO2,true,Legend is headed 'CO2' and its red-circle entry is labeled '303K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,599.4243,mbar,2.3559,mmol/g,square,solid,#f3ac26,false,high,436.5,210.0,assigned_by=color; source=auto,pt-0f1c6aca83b95e9e,src-bb1856fd7a864214,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,270.6973,mbar,2.0486,mmol/g,square,solid,#f3ac26,false,high,293.75,256.32,assigned_by=color; source=auto,pt-20b338e45c94c4b5,src-28b8ac4173a37ffa,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,1138.6057,mbar,2.6495,mmol/g,square,solid,#f3ac26,false,high,670.64,165.76,assigned_by=color; source=auto,pt-3544e6ba952be927,src-935baed8071d6b15,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,197.5828,mbar,1.918,mmol/g,square,solid,#f3ac26,false,medium,262.0,276.0,assigned_by=color; source=auto,pt-4003b1acef73dca6,src-92664446ec7b1494,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,328.8434,mbar,2.1237,mmol/g,square,solid,#f3ac26,false,high,319.0,245.0,assigned_by=color; source=auto,pt-5688b1a78c6c207d,src-e637b4212b59f890,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,400.2307,mbar,2.1967,mmol/g,square,solid,#f3ac26,false,high,350.0,234.0,assigned_by=color; source=auto,pt-8d75544b4dbac6de,src-f527d313b497e46a,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,70.3292,mbar,0.9399,mmol/g,square,solid,#f3ac26,false,low,206.74,423.41,overlap_flag=true; assigned_by=color; source=auto,pt-8dd4d43bc126f90c,src-a59675d1fb440d95,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,partially_visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,531.4912,mbar,2.3095,mmol/g,square,solid,#f3ac26,false,high,407.0,217.0,assigned_by=color; source=auto,pt-ac865fd0db6133d2,src-3a701c886c0ef14b,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,866.551,mbar,2.5152,mmol/g,square,solid,#f3ac26,false,high,552.5,186.0,assigned_by=color; source=auto,pt-b10d39053338fe98,src-e23a7f0099756447,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,74.5894,mbar,0.9817,mmol/g,square,solid,#f3ac26,false,low,208.59,417.12,overlap_flag=true; assigned_by=color; source=auto,pt-b3cbaeb6c7bd1d13,src-f6a524756d6e1cc4,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,partially_visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,667.3574,mbar,2.3957,mmol/g,square,solid,#f3ac26,false,high,466.0,204.0,assigned_by=color; source=auto,pt-b78a8ab5829361cd,src-2a3c3108383608d7,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,1012.7798,mbar,2.5948,mmol/g,square,solid,#f3ac26,false,high,616.0,174.0,assigned_by=color; source=auto,pt-bb89e733a62bc4bc,src-d84e15d741d74d0b,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,27.1744,mbar,0.7967,mmol/g,square,solid,#f3ac26,false,medium,188.0,445.0,assigned_by=color; source=auto,pt-bc522dd87c283b33,src-20896e9a6bfeadeb,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,800.9207,mbar,2.4754,mmol/g,square,solid,#f3ac26,false,high,524.0,192.0,assigned_by=color; source=auto,pt-c316cc75a21af3c0,src-e3153f9c034d730a,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,87.2319,mbar,1.085,mmol/g,square,solid,#f3ac26,false,low,214.08,401.54,overlap_flag=true; assigned_by=color; source=auto,pt-e351fc70686c5ece,src-4c77ea0ba2a403df,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,partially_visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,933.6551,mbar,2.5503,mmol/g,square,solid,#f3ac26,false,high,581.64,180.7,assigned_by=color; source=auto,pt-ebc0b3731dc492fd,src-69fc9dcdb5c60a8a,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,1068.0474,mbar,2.618,mmol/g,square,solid,#f3ac26,false,high,640.0,170.5,assigned_by=color; source=auto,pt-ee49e7917598203c,src-40be122d2147c6c1,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,135.4068,mbar,1.7389,mmol/g,square,solid,#f3ac26,false,high,235.0,303.0,assigned_by=color; source=auto,pt-f1bf70cb874ba3cc,src-5d5c85e13875288c,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,465.2622,mbar,2.2518,mmol/g,square,solid,#f3ac26,false,high,378.24,225.7,assigned_by=color; source=auto,pt-f91935fb4dfa0ee8,src-5bb0526e76bf6cde,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-313k-21d87380,CO2 313K,734.1391,mbar,2.4355,mmol/g,square,solid,#f3ac26,false,high,495.0,198.0,assigned_by=color; source=auto,pt-f94ed228724dcfc0,src-1848217911acef6a,CO2,true,Legend is headed 'CO2' and its orange-square entry is labeled '313K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,599.7237,mbar,2.1337,mmol/g,triangle_up,solid,#238b45,false,high,436.63,243.49,assigned_by=color; source=auto,pt-00b41acc764303c7,src-be848b6df8abaf98,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,1067.3105,mbar,2.3729,mmol/g,triangle_up,solid,#238b45,false,high,639.68,207.44,assigned_by=color; source=auto,pt-05734fccb2492d67,src-9c082527bbfcf74b,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,60.0356,mbar,0.8342,mmol/g,triangle_up,solid,#238b45,false,high,202.27,439.35,assigned_by=color; source=auto,pt-07c0596a2f8998e4,src-8d443869ecc86240,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,800.2299,mbar,2.247,mmol/g,triangle_up,solid,#238b45,false,high,523.7,226.41,assigned_by=color; source=auto,pt-08d76841fde85fba,src-820a46407d69b456,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,331.3074,mbar,1.9039,mmol/g,triangle_up,solid,#238b45,false,high,320.07,278.12,assigned_by=color; source=auto,pt-19374ba5000fcdf6,src-0d1df4770837562f,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,53.6568,mbar,0.7502,mmol/g,triangle_up,solid,#238b45,false,high,199.5,452.0,assigned_by=color; source=auto,pt-218d360f3351a998,src-97bb9c29c609464f,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,268.3484,mbar,1.8061,mmol/g,triangle_up,solid,#238b45,false,high,292.73,292.86,assigned_by=color; source=auto,pt-445fc077b06d9031,src-d88c6a9053968955,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,37.0996,mbar,0.5443,mmol/g,triangle_up,solid,#238b45,false,low,192.31,483.04,assigned_by=color; source=auto,pt-459c58129f9e8aa7,src-dccf2015b31a9284,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,1012.9641,mbar,2.3472,mmol/g,triangle_up,solid,#238b45,false,high,616.08,211.31,assigned_by=color; source=auto,pt-5ea79ae35f03fddd,src-b6ca537e5171f1d5,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,667.2422,mbar,2.1762,mmol/g,triangle_up,solid,#238b45,false,high,465.95,237.08,assigned_by=color; source=auto,pt-671476b9cdcba88e,src-24d667a0d754d51a,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,33.4151,mbar,0.4878,mmol/g,triangle_up,solid,#238b45,false,high,190.71,491.55,assigned_by=color; source=auto,pt-682c651efafb8303,src-5893b99310e9e2c4,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,734.1391,mbar,2.2139,mmol/g,triangle_up,solid,#238b45,false,high,495.0,231.41,assigned_by=color; source=auto,pt-8c66cc4c68d567de,src-2178887ed41449bf,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,39.4024,mbar,0.5878,mmol/g,triangle_up,solid,#238b45,false,high,193.31,476.48,assigned_by=color; source=auto,pt-97d3c2bd8a6dd9e0,src-b1f57cb1226149ce,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\data\input\calf20.png,figp1b,b,figp1b:b:co2-323k-c5e1f4c4,CO2 323K,535.2909,mbar,2.0894,mmol/g,triangle_up,solid,#238b45,false,high,408.65,250.17,assigned_by=color; source=auto,pt-b08858e565a761a2,src-e3160950adec6f00,CO2,true,Legend is headed 'CO2' and its green upward-triangle entry is labeled '323K'.,co2_loading,per gram of sorbent,visible_marker,,,,,,,,C:\Users\jmckenna\dev-ai\AIP-RD1-V.3.5\artifacts\runs\calf20\figp1b\review.html
