figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y,status
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,432.1298,mbar,4.4117,mmol/g,square,solid,#030303,false,high,525.1100,159.9500,assigned_by=joint_assignment; source=auto,pt-8e02a29c585b5fe0,src-c9cd4d469dadc6ee,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,468.3739,mbar,4.4660,mmol/g,square,solid,#030303,false,high,551.1800,153.2100,assigned_by=joint_assignment; source=auto,pt-10f673ff7311d2eb,src-60881d609546aea4,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,503.5754,mbar,4.5160,mmol/g,square,solid,#030303,false,high,576.5000,147.0000,assigned_by=joint_assignment; source=auto,pt-814c8c606417f4d5,src-27d3ac60cc4d5334,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,539.7083,mbar,4.5840,mmol/g,square,solid,#030303,false,high,602.4900,138.5500,assigned_by=joint_assignment; source=auto,pt-1f52499f7200b5db,src-62c3b27f7b7b2f12,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,577.2593,mbar,4.6166,mmol/g,square,solid,#030303,false,high,629.5000,134.5000,assigned_by=joint_assignment; source=auto,pt-26ba7a91566ebf28,src-19adf94d9673d472,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,612.9473,mbar,4.6651,mmol/g,square,solid,#030303,false,high,655.1700,128.4700,assigned_by=joint_assignment; source=auto,pt-774eb30c5f5ab698,src-5165455992b63a38,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,648.1627,mbar,4.7127,mmol/g,square,solid,#030303,false,high,680.5000,122.5600,assigned_by=joint_assignment; source=auto,pt-032e9d8fff4e30fd,src-ad9846ffd0bee62c,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,683.6144,mbar,4.7333,mmol/g,square,solid,#030303,false,high,706.0000,120.0000,assigned_by=joint_assignment; source=auto,pt-a06525c9d8b3d392,src-8dd4adafdd8e9b04,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,718.3709,mbar,4.7735,mmol/g,square,solid,#030303,false,medium,731.0000,115.0000,assigned_by=joint_assignment; source=auto,pt-25c6267f7cadb068,src-90a3238cf10386bb,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,746.1762,mbar,4.8057,mmol/g,square,solid,#030303,false,medium,751.0000,111.0000,assigned_by=joint_assignment; source=auto,pt-da94dad5f34bc01e,src-0fc3579c7bb670fd,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,791.7073,mbar,4.8334,mmol/g,square,solid,#030303,false,high,783.7500,107.5500,assigned_by=joint_assignment; source=auto,pt-8ac51459d8a5d393,src-172c708ea60aff7c,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,827.1034,mbar,4.8591,mmol/g,square,solid,#030303,false,high,809.2100,104.3600,assigned_by=joint_assignment; source=auto,pt-826bb87e71a0f65b,src-c08e8974a49a2f02,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,844.2870,mbar,4.8897,mmol/g,square,solid,#030303,false,medium,821.5700,100.5600,assigned_by=joint_assignment; source=auto,pt-1ac744db646d81ba,src-ca87efee9d8f2f5d,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,854.6167,mbar,4.8902,mmol/g,square,solid,#030303,false,medium,829.0000,100.5000,assigned_by=joint_assignment; source=auto,pt-ecb766b85984030e,src-5ec605cee2bd1194,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,899.1051,mbar,4.9103,mmol/g,square,solid,#030303,false,high,861.0000,98.0000,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 273K visible filled glyph core and series-colour trajectory at native coordinates (861.0,98.0); uncertainty_px=2.5",pt-a04-e24af1b95bab3741,src-a04-e24af1b95bab3741,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,937.4527,mbar,4.9311,mmol/g,square,solid,#030303,false,high,888.5830,95.4170,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 273K visible filled glyph core and series-colour trajectory at native coordinates (888.6,95.4); uncertainty_px=2.5",pt-a04-1a282ae747a3967a,src-a04-1a282ae747a3967a,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,961.6669,mbar,4.9505,mmol/g,square,solid,#030303,false,medium,906.0000,93.0000,assigned_by=joint_assignment; source=auto,pt-9efcd7cd943bcfd3,src-35cbf85482989c92,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,1008.9358,mbar,4.9666,mmol/g,square,solid,#030303,false,high,940.0000,91.0000,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 273K visible filled glyph core and series-colour trajectory at native coordinates (940.0,91.0); uncertainty_px=2.5",pt-a04-f5788b28de0e882f,src-a04-f5788b28de0e882f,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,1097.2175,mbar,5.0069,mmol/g,square,solid,#030303,false,high,1003.5000,86.0000,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 273K visible filled glyph core and series-colour trajectory at native coordinates (1003.5,86.0); uncertainty_px=2.5",pt-a04-5019db7f78e07dae,src-a04-5019db7f78e07dae,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-273k-78e92393,CO2 273K,1196.6213,mbar,5.0471,mmol/g,square,solid,#030303,false,high,1075.0000,81.0000,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 273K visible filled glyph core and series-colour trajectory at native coordinates (1075.0,81.0); uncertainty_px=2.5",pt-a04-1ad23eadd7cea423,src-a04-1ad23eadd7cea423,CO2,true,Legend group heading 'CO2 @' binds the 273K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,126.3512,mbar,2.9493,mmol/g,hexagon,solid,#f1231f,false,medium,305.1670,341.6670,"evidence_kind=partial_marker; evidence_ref=panel.png; source_evidence=CO2 283K partial coloured glyph/shape context at native coordinates (305.2,341.7); uncertainty_px=4.5",pt-a04-ebdb04bd795f91f8,src-a04-ebdb04bd795f91f8,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,partially_visible_marker,,,,,,6.2562,0.0362,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,140.4846,mbar,3.0003,mmol/g,hexagon,solid,#f1231f,false,medium,315.3330,335.3330,"evidence_kind=partial_marker; evidence_ref=panel.png; source_evidence=CO2 283K partial coloured glyph/shape context at native coordinates (315.3,335.3); uncertainty_px=4.5",pt-a04-62646d2bd3d614b7,src-a04-62646d2bd3d614b7,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,partially_visible_marker,,,,,,6.2562,0.0362,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,170.6075,mbar,3.1237,mmol/g,hexagon,solid,#f1231f,false,medium,337.0000,320.0000,"evidence_kind=partial_marker; evidence_ref=panel.png; source_evidence=CO2 283K partial coloured glyph/shape context at native coordinates (337.0,320.0); uncertainty_px=4.5",pt-a04-793e5320e64586da,src-a04-793e5320e64586da,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,partially_visible_marker,,,,,,6.2562,0.0362,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,228.3312,mbar,3.2950,mmol/g,hexagon,solid,#f1231f,false,high,378.5200,298.7100,assigned_by=joint_assignment; source=auto,pt-8ad6466cec5dac1d,src-653f766cc5c47b9b,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,6.2562,0.0362,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,251.5485,mbar,3.3973,mmol/g,hexagon,solid,#f1231f,false,high,395.2200,286.0000,assigned_by=joint_assignment; source=auto,pt-9df7d873eca735c3,src-f25997db6c292157,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,294.5633,mbar,3.4664,mmol/g,hexagon,solid,#f1231f,false,high,426.1600,277.4200,assigned_by=joint_assignment; source=auto,pt-6a49f8673f2deb74,src-ba3adf25d0b4259d,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,326.9842,mbar,3.5885,mmol/g,hexagon,solid,#f1231f,false,high,449.4800,262.2400,assigned_by=joint_assignment; source=auto,pt-6257647345dac5b3,src-e3a1778d5b5b868d,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,355.2343,mbar,3.5987,mmol/g,hexagon,solid,#f1231f,false,high,469.8000,260.9800,assigned_by=joint_assignment; source=auto,pt-b877b69d5e3f7e70,src-cc4349ca875f7ae1,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,402.2669,mbar,3.7584,mmol/g,hexagon,solid,#f1231f,false,medium,503.6300,241.1300,assigned_by=joint_assignment; source=auto,pt-d3e01dd342187eda,src-586ccca70e7eab59,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,469.4722,mbar,3.8198,mmol/g,hexagon,solid,#f1231f,false,low,551.9700,233.5100,assigned_by=joint_assignment; source=auto,pt-ff66b2d89acc57f0,src-dd16c32ad75e06c0,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,483.7780,mbar,3.9006,mmol/g,hexagon,solid,#f1231f,false,medium,562.2600,223.4600,assigned_by=joint_assignment; source=auto,pt-38bff4157bcf26a5,src-7dba0256da6a7f87,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,532.5067,mbar,3.9294,mmol/g,hexagon,solid,#f1231f,false,high,597.3100,219.8900,assigned_by=joint_assignment; source=auto,pt-5d6b74e8c7ec41ac,src-9571a603dcd93ec1,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,558.8661,mbar,4.0057,mmol/g,hexagon,solid,#f1231f,false,high,616.2700,210.4000,assigned_by=joint_assignment; source=auto,pt-c4072e224d1aaf6a,src-14d32b2649c9dfc3,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,593.9563,mbar,4.0147,mmol/g,hexagon,solid,#f1231f,false,high,641.5100,209.2900,assigned_by=joint_assignment; source=auto,pt-450afc335e6079fa,src-fb5cbaf7d7ba2f65,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,636.9989,mbar,4.1101,mmol/g,hexagon,solid,#f1231f,false,medium,672.4700,197.4300,assigned_by=joint_assignment; source=auto,pt-bfe1ff74bfb60dce,src-f8382ff1eadafcf0,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,654.5023,mbar,4.0919,mmol/g,hexagon,solid,#f1231f,false,medium,685.0600,199.6900,assigned_by=joint_assignment; source=auto,pt-00cd2a8a696aaa52,src-6474ddfe00858a99,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,713.0184,mbar,4.1709,mmol/g,hexagon,solid,#f1231f,false,high,727.1500,189.8800,assigned_by=joint_assignment; source=auto,pt-6ad894cba0353b46,src-7d34a85bc70fa0ec,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,774.9407,mbar,4.2170,mmol/g,hexagon,solid,#f1231f,false,medium,771.6900,184.1500,assigned_by=joint_assignment; source=auto,pt-baa0aa5d6442979d,src-8be032efc88f2c18,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,788.2038,mbar,4.2641,mmol/g,hexagon,solid,#f1231f,false,medium,781.2300,178.2900,assigned_by=joint_assignment; source=auto,pt-c38811d7271b2189,src-a03ac958f9513bf4,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,836.4598,mbar,4.2714,mmol/g,hexagon,solid,#f1231f,false,high,815.9400,177.3900,assigned_by=joint_assignment; source=auto,pt-e8ddc420c156e4dc,src-14d24c4c49e0e530,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,867.6156,mbar,4.3265,mmol/g,hexagon,solid,#f1231f,false,high,838.3500,170.5400,assigned_by=joint_assignment; source=auto,pt-c5cb9051093365a6,src-b70f9140495add67,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,895.6294,mbar,4.3213,mmol/g,hexagon,solid,#f1231f,false,high,858.5000,171.1900,assigned_by=joint_assignment; source=auto,pt-3b61e3681c809c7a,src-9faa496ca0ea5596,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,926.7713,mbar,4.3661,mmol/g,hexagon,solid,#f1231f,false,high,880.9000,165.6200,assigned_by=joint_assignment; source=auto,pt-d72a8fcbac430e65,src-e0dcc8c6dcedae72,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,956.4117,mbar,4.3703,mmol/g,hexagon,solid,#f1231f,false,high,902.2200,165.1000,assigned_by=joint_assignment; source=auto,pt-ba411b1462021e99,src-3a5660d58256a28a,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1003.4165,mbar,4.4171,mmol/g,hexagon,solid,#f1231f,false,medium,936.0300,159.2800,assigned_by=joint_assignment; source=auto,pt-379b289f99c6a596,src-c28f2f29aad05c64,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1078.4490,mbar,4.4516,mmol/g,hexagon,solid,#f1231f,false,high,990.0000,155.0000,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 283K visible filled glyph core and series-colour trajectory at native coordinates (990.0,155.0); uncertainty_px=2.5",pt-a04-055180aa9ecfcde6,src-a04-055180aa9ecfcde6,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1138.2303,mbar,4.4757,mmol/g,hexagon,solid,#f1231f,false,high,1033.0000,152.0000,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 283K visible filled glyph core and series-colour trajectory at native coordinates (1033.0,152.0); uncertainty_px=2.5",pt-a04-566e28e97d341733,src-a04-566e28e97d341733,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-283k-09bb156a,CO2 283K,1198.0115,mbar,4.5079,mmol/g,hexagon,solid,#f1231f,false,high,1076.0000,148.0000,"evidence_kind=native_visible; evidence_ref=panel.png; source_evidence=CO2 283K visible filled glyph core and series-colour trajectory at native coordinates (1076.0,148.0); uncertainty_px=2.5",pt-a04-d3636441947a094d,src-a04-d3636441947a094d,CO2,true,Legend group heading 'CO2 @' binds the 283K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,6.5565,mbar,0.0092,mmol/g,triangle_up,solid,#384ca8,false,medium,219.0000,707.0000,"evidence_kind=partial_marker; evidence_ref=panel.png; source_evidence=CO2 293K partial coloured glyph/shape context at native coordinates (219.0,707.0); uncertainty_px=4.5",pt-a04-f2cd4de8464d08d4,src-a04-f2cd4de8464d08d4,CO2,true,Legend group heading 'CO2 @' binds the 293K entry to CO2.,co2_loading,mmol per gram of sorbent,partially_visible_marker,,,,,,6.2562,0.0362,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,106.1924,mbar,2.6033,mmol/g,triangle_up,solid,#384ca8,false,medium,290.6670,384.6670,"evidence_kind=partial_marker; evidence_ref=panel.png; source_evidence=CO2 293K partial coloured glyph/shape context at native coordinates (290.7,384.7); uncertainty_px=4.5",pt-a04-36ad1f369f73319f,src-a04-36ad1f369f73319f,CO2,true,Legend group heading 'CO2 @' binds the 293K entry to CO2.,co2_loading,mmol per gram of sorbent,partially_visible_marker,,,,,,6.2562,0.0362,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,176.1685,mbar,2.8098,mmol/g,triangle_up,solid,#384ca8,false,medium,341.0000,359.0000,"evidence_kind=partial_marker; evidence_ref=panel.png; source_evidence=CO2 293K partial coloured glyph/shape context at native coordinates (341.0,359.0); uncertainty_px=4.5",pt-a04-4c2fd29fc1243213,src-a04-4c2fd29fc1243213,CO2,true,Legend group heading 'CO2 @' binds the 293K entry to CO2.,co2_loading,mmol per gram of sorbent,partially_visible_marker,,,,,,6.2562,0.0362,review
figp1a,a,figp1a:a:co2-293k-5864b600,CO2 293K,235.3242,mbar,2.9607,mmol/g,triangle_up,solid,#384ca8,false,high,383.5500,340.2600,assigned_by=joint_assignment; source=auto,pt-2e73e83c2266cb91,src-510ead4abfc7cd5e,CO2,true,Legend group heading 'CO2 @' binds the 293K entry to CO2.,co2_loading,mmol per gram of sorbent,visible_marker,,,,,,3.4757,0.0201,review
