figure_id,panel_id,series_id,series_name,x,x_unit,y,y_unit,marker_shape,line_style,color_hex,is_inferred,confidence,source_pixel_x,source_pixel_y,notes,point_id,source_instance_id,species,export_eligible,species_evidence,quantity_type,loading_basis,evidence_type,normalized_x,normalized_x_unit,normalized_y,normalized_y_unit,conversion_id,uncertainty_x,uncertainty_y
fig2b,b,fig2b:b:co2-303k-bc2a4dd1,CO2 303K,93.4728,kPa,2.8101,mmol/g,circle,solid,#f21f22,false,high,574.94,98.97,assigned_by=color; source=auto,pt-535e827190bc71a8,src-7d654f2316dcee2e,CO2,true,Legend heading “CO2” binds the 303K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-303k-bc2a4dd1,CO2 303K,101.261,kPa,2.8647,mmol/g,circle,solid,#f21f22,false,high,608.78,90.75,assigned_by=color; source=auto,pt-1bb43077097c0d0d,src-f3961c32767b68d7,CO2,true,Legend heading “CO2” binds the 303K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-303k-bc2a4dd1,CO2 303K,106.918,kPa,2.8913,mmol/g,circle,solid,#f21f22,false,high,633.36,86.75,assigned_by=color; source=auto,pt-4c1783666d7962f0,src-707b54b9bcd5ff63,CO2,true,Legend heading “CO2” binds the 303K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-303k-bc2a4dd1,CO2 303K,113.765,kPa,2.9272,mmol/g,circle,solid,#f21f22,false,high,663.11,81.35,assigned_by=color; source=auto,pt-5a0be605a58bcf74,src-f36aa50858167ef8,CO2,true,Legend heading “CO2” binds the 303K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,2.8081,kPa,0.7966,mmol/g,square,solid,#f5ab1e,false,high,181.0,402.0,assigned_by=color; source=auto,pt-35b9d17f5b41c9d1,src-a120dafb540903dd,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,3.8047,kPa,0.9233,mmol/g,square,solid,#f5ab1e,true,low,185.33,382.94,overlap_flag=true; assigned_by=template; source=template_fill,pt-c4418c05403c4757,src-cb58ec94babe3b7b,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,template_fill,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,7.4111,kPa,1.3813,mmol/g,square,solid,#f5ab1e,false,high,201.0,314.0,assigned_by=color; source=auto,pt-340eaf59dc55e9b4,src-4515a0f9853aec5f,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,13.6251,kPa,1.7402,mmol/g,square,solid,#f5ab1e,false,high,228.0,260.0,assigned_by=color; source=auto,pt-37f6cfac3def0484,src-9884f41d8e52a217,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,19.8391,kPa,1.9196,mmol/g,square,solid,#f5ab1e,false,high,255.0,233.0,assigned_by=color; source=auto,pt-a05ff25db45ecdc9,src-6fde8e4dfb275a8a,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,27.0888,kPa,2.0491,mmol/g,square,solid,#f5ab1e,false,high,286.5,213.5,assigned_by=color; source=auto,pt-eca1672920e37ab6,src-0651c26875d1ae70,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,32.9576,kPa,2.1255,mmol/g,square,solid,#f5ab1e,false,high,312.0,202.0,assigned_by=color; source=auto,pt-15a7b3c83d4a1182,src-3e93cb35237c7b8a,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,40.2072,kPa,2.1986,mmol/g,square,solid,#f5ab1e,false,high,343.5,191.0,assigned_by=color; source=auto,pt-82f8ca3c807600cc,src-27e48cafc42999d7,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,46.6192,kPa,2.2538,mmol/g,square,solid,#f5ab1e,false,high,371.36,182.7,assigned_by=color; source=auto,pt-b7d0c1fe7bdb2ba7,src-f6deab68830726d6,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,53.2935,kPa,2.3096,mmol/g,square,solid,#f5ab1e,false,high,400.36,174.3,assigned_by=color; source=auto,pt-b333ae7f25b6a632,src-0ea50088386b1070,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,59.9678,kPa,2.3561,mmol/g,square,solid,#f5ab1e,false,high,429.36,167.3,assigned_by=color; source=auto,pt-f14d1cfdb596d8e2,src-a064d280f4a46b1c,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,66.6743,kPa,2.4013,mmol/g,square,solid,#f5ab1e,false,high,458.5,160.5,assigned_by=color; source=auto,pt-560adb82397d9900,src-bfa956004ca72dd8,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,73.4637,kPa,2.4378,mmol/g,square,solid,#f5ab1e,false,high,488.0,155.0,assigned_by=color; source=auto,pt-e0d6309f636dead2,src-7500d4e5a56f4d85,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,80.1127,kPa,2.4785,mmol/g,square,solid,#f5ab1e,false,high,516.89,148.88,assigned_by=color; source=auto,pt-2c226ee9c1bb93ff,src-feb40be143d9f1b6,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,86.6972,kPa,2.5176,mmol/g,square,solid,#f5ab1e,false,high,545.5,143.0,assigned_by=color; source=auto,pt-b3c6d80b7a648b9b,src-a4d8e948c402463e,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,93.3715,kPa,2.5541,mmol/g,square,solid,#f5ab1e,false,high,574.5,137.5,assigned_by=color; source=auto,pt-accc2321f22c4713,src-6e7e103c3a86607c,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,101.3485,kPa,2.5964,mmol/g,square,solid,#f5ab1e,false,high,609.16,131.14,assigned_by=color; source=auto,pt-24ebf20bc5f8275e,src-077839b137dbcfaf,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,106.8352,kPa,2.6205,mmol/g,square,solid,#f5ab1e,false,high,633.0,127.5,assigned_by=color; source=auto,pt-7898691aa98f12f6,src-cc9ad62760674932,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-313k-21d87380,CO2 313K,113.8869,kPa,2.652,mmol/g,square,solid,#f5ab1e,false,high,663.64,122.76,assigned_by=color; source=auto,pt-c9c91efbfae15019,src-7e00831004cf75b3,CO2,true,Legend heading “CO2” binds the 313K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,3.0935,kPa,0.4584,mmol/g,triangle_up,solid,#238c42,false,medium,182.24,452.91,assigned_by=color; source=auto,pt-49d3fb5dd721a38e,src-ea0cc140b8b33450,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,3.563,kPa,0.5091,mmol/g,triangle_up,solid,#238c42,false,high,184.28,445.28,assigned_by=color; source=auto,pt-f49e2937fd5cf9a7,src-082b8dde4cb1474e,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,3.8024,kPa,0.5437,mmol/g,triangle_up,solid,#238c42,false,low,185.32,440.06,assigned_by=color; source=auto,pt-0b373f12f27cec89,src-1f477eda463454f8,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,4.1177,kPa,0.5883,mmol/g,triangle_up,solid,#238c42,false,high,186.69,433.35,assigned_by=color; source=auto,pt-45b1e349c3904e38,src-780f373b73fd7e56,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,5.464,kPa,0.7465,mmol/g,triangle_up,solid,#238c42,false,high,192.54,409.54,assigned_by=color; source=auto,pt-5e51526b7bb03390,src-d90efece6bc22f84,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,6.1131,kPa,0.8334,mmol/g,triangle_up,solid,#238c42,false,high,195.36,396.46,assigned_by=color; source=auto,pt-246a255ccbd18b88,src-1f8efe94480f20a3,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,6.8472,kPa,0.9597,mmol/g,triangle_up,solid,#238c42,false,low,198.55,377.46,assigned_by=color; source=auto,pt-11f0ee9addaf64fc,src-16dbcb8dfbcead78,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,7.7011,kPa,1.0023,mmol/g,triangle_up,solid,#238c42,false,high,202.26,371.05,assigned_by=color; source=auto,pt-bce4d53ef7a216ab,src-7de89f2f0b7ef6ac,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,27.1049,kPa,1.8108,mmol/g,triangle_up,solid,#238c42,false,high,286.57,249.37,assigned_by=color; source=auto,pt-a33290c508e4c634,src-8835349e47f6fe41,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,33.1394,kPa,1.9075,mmol/g,triangle_up,solid,#238c42,false,high,312.79,234.81,assigned_by=color; source=auto,pt-5202559dae4723a0,src-9d9c0a8c9ccd821e,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,40.2187,kPa,1.9742,mmol/g,triangle_up,solid,#238c42,false,high,343.55,224.78,assigned_by=color; source=auto,pt-b535fd9ba8ef97df,src-342586fe6004e2df,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,46.755,kPa,2.0455,mmol/g,triangle_up,solid,#238c42,false,high,371.95,214.05,assigned_by=color; source=auto,pt-512dd6b7e0cc89c7,src-4be813719fa27ab6,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,53.595,kPa,2.0942,mmol/g,triangle_up,solid,#238c42,false,high,401.67,206.71,assigned_by=color; source=auto,pt-463befc696a201d9,src-3f874d2f7a197152,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,60.0736,kPa,2.1339,mmol/g,triangle_up,solid,#238c42,false,high,429.82,200.74,assigned_by=color; source=auto,pt-03243970e1ffc818,src-7affc77939336178,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,66.7894,kPa,2.1835,mmol/g,triangle_up,solid,#238c42,false,high,459.0,193.27,assigned_by=color; source=auto,pt-b0af3dc7457b33e0,src-43f75f49d20e280b,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,73.5051,kPa,2.2162,mmol/g,triangle_up,solid,#238c42,false,high,488.18,188.35,assigned_by=color; source=auto,pt-9af4bea18485e994,src-fc20da5b0a1b4b1d,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,80.039,kPa,2.2492,mmol/g,triangle_up,solid,#238c42,false,high,516.57,183.39,assigned_by=color; source=auto,pt-0a298f6b80a62a04,src-f5b66fa6780455c9,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,86.6443,kPa,2.2797,mmol/g,triangle_up,solid,#238c42,false,high,545.27,178.8,assigned_by=color; source=auto,pt-256ec1ebcd8a56d6,src-bb860891f816c4b9,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,93.5533,kPa,2.3112,mmol/g,triangle_up,solid,#238c42,false,high,575.29,174.06,assigned_by=color; source=auto,pt-f486ec7a772e95a4,src-0191d995c7b808bb,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,101.3024,kPa,2.3535,mmol/g,triangle_up,solid,#238c42,false,high,608.96,167.69,assigned_by=color; source=auto,pt-fc9e0f8144b07e54,src-ed033087d9fdfe60,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,106.7615,kPa,2.3751,mmol/g,triangle_up,solid,#238c42,false,high,632.68,164.44,assigned_by=color; source=auto,pt-4b42136d7da26352,src-886b3135625f9598,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-323k-c5e1f4c4,CO2 323K,114.1171,kPa,2.3953,mmol/g,triangle_up,solid,#238c42,false,high,664.64,161.4,assigned_by=color; source=auto,pt-fbaf037c257085ca,src-fe98391b74f88e76,CO2,true,Legend heading “CO2” binds the 323K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,1.5124,kPa,0.1446,mmol/g,pentagon,solid,#3a3691,false,high,175.37,500.13,assigned_by=color; source=auto,pt-c36a22db15540821,src-755bddae443e9479,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,3.3168,kPa,0.3279,mmol/g,pentagon,solid,#3a3691,false,high,183.21,472.54,assigned_by=color; source=auto,pt-11a276d80f61f082,src-5cb22bdc9c548e73,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,6.6999,kPa,0.6501,mmol/g,pentagon,solid,#3a3691,false,high,197.91,424.06,assigned_by=color; source=auto,pt-6de7183cc279739e,src-3eef294160152b70,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,13.5031,kPa,1.1479,mmol/g,pentagon,solid,#3a3691,false,high,227.47,349.13,assigned_by=color; source=auto,pt-e7c1e16971089ebc,src-be712d710c755b0b,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,19.869,kPa,1.4061,mmol/g,pentagon,solid,#3a3691,false,high,255.13,310.27,assigned_by=color; source=auto,pt-a07f2f5d51ad2b15,src-24f9b8ad8f6a8104,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,26.7919,kPa,1.594,mmol/g,pentagon,solid,#3a3691,false,high,285.21,282.0,assigned_by=color; source=auto,pt-d9132c56d3642ca0,src-4b6836a86df45bbd,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,33.2614,kPa,1.7176,mmol/g,pentagon,solid,#3a3691,false,high,313.32,263.39,assigned_by=color; source=auto,pt-0139733b7cd4dd58,src-21e14281d4f65a89,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
fig2b,b,fig2b:b:co2-333k-94a1f9ba,CO2 333K,39.915,kPa,1.8005,mmol/g,pentagon,solid,#3a3691,false,high,342.23,250.91,assigned_by=color; source=auto,pt-017647b7e97e7d9d,src-86c948d21b663484,CO2,true,Legend heading “CO2” binds the 333K entry to CO2; caption states that panel B contains CO2 isotherms from 303 to 373 K.,co2_loading,mmol per gram of structured CALF-20 composite,visible_marker,,,,,,,
